longitude,latitude,housing_median_age,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,rooms_per_household,median_house_value
0.2111553784860547,0.5674814027630184,0.7843137254901961,0.01971131460499767,0.008940833543541018,0.02039473684210526,0.5396684183666434,0.0,0.0,1.0,0.0,0.0466102559252604,452600.0
0.21215139442231035,0.5653560042507966,0.39215686274509803,0.171348750582027,0.06721040387903249,0.1868421052631579,0.5380270616957008,0.0,0.0,1.0,0.0,0.04094539238705578,358500.0
0.21015936254980083,0.5642933049946866,0.9999999999999999,0.029178953903461122,0.013817651840017937,0.028782894736842105,0.4660280547854513,0.0,0.0,1.0,0.0,0.056512576061293895,352100.0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.03616327797609809,0.015555368704279829,0.03569078947368421,0.35469855588198784,0.0,0.0,1.0,0.0,0.037750051078462375,341300.0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.043147602048735065,0.015751562543793268,0.04226973684210526,0.2307761272258314,0.0,0.0,1.0,0.0,0.04127736243472837,342200.0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.03274871954058669,0.01149135345721573,0.03141447368421053,0.24392077350657237,0.0,0.0,1.0,0.0,0.029733374199235798,269700.0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.07558590718609344,0.030578211272737466,0.08421052631578947,0.21787285692611136,0.0,0.0,1.0,0.0,0.03102620000324267,299200.0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.10631693310569611,0.03234395582835842,0.10608552631578946,0.18069405939228428,0.0,0.0,1.0,0.0,0.030005754676705566,241400.0
0.20816733067728954,0.5632306057385765,0.8039215686274509,0.1029023746701847,0.03371731270495249,0.0975328947368421,0.10899849657246109,0.0,0.0,1.0,0.0,0.02618298770109703,226700.0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.1094210771379792,0.043386866223829146,0.11710526315789474,0.22008661949490355,0.0,0.0,1.0,0.0,0.03131993870019677,261100.0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.06704951109731493,0.02542111606266992,0.06578947368421052,0.18642501482738172,0.0,0.0,1.0,0.0,0.03517015181113785,281500.0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.11640540121061618,0.04206956472995319,0.12039473684210526,0.1910732265761852,0.0,0.0,1.0,0.0,0.029815550254541686,241800.0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.07325779916188112,0.030690322038173717,0.07664473684210527,0.1775906539220149,0.0,0.0,1.0,0.0,0.033993405766060455,213500.0
